Name,Price,positive_ratio,total_reviews,Achievements,Metacritic_score,platform_count,is_free,Average_playtime_forever,Peak_CCU,Hours_watched,Avg_viewers,Peak_viewers,Streamers,watch_per_stream_hour,streaming_popularity,community_engagement,success
Black Desert,9.99,0.7516314054128315,58232,0,73,1,0,8122,16509,170717867,6669.371428571429,83951,254393,36.987393536961534,18.955522857154826,96.61501397894301,0
King Arthur: Knight's Tale,44.99,0.8228310502283105,3285,55,80,1,0,4347,570,853900,1149.0,20612,683,93.06811989100818,13.65757054099233,57.06675128803533,0
Angvik,2.99,0.8777495769881557,2364,21,80,2,0,132,14,506384,681.0,16666,684,194.0168582375479,13.135052528520317,50.689910186486934,1
Mad Max,19.99,0.9160667693565119,63622,49,73,1,0,1145,883,421052,288.0,14353,2823,33.464632013988236,12.950513995477287,62.67481747058237,1
GOD EATER 3,59.99,0.8127479141020381,7311,32,71,1,0,547,120,272711,406.0,29835,2866,15.897808091407253,12.516171572265955,53.4620459878702,0
RAGE 2,39.99,0.6150463758158708,14555,64,73,1,0,636,117,3004606,4043.0,102848,10513,45.221486409199,14.91565733536878,79.60962494801097,0
Tabletop Simulator,19.99,0.9352941176470588,54060,27,80,3,0,2234,7407,6308483,343.48,47256,32927,49.16786563267215,15.657405952086116,63.66573940116553,1
Daymare: 1998,10.49,0.7252159605100782,2431,45,62,1,0,265,9,375548,522.0,26518,1062,81.46377440347072,12.836144234349328,48.80263435917377,0
Azure Striker Gunvolt,7.49,0.8698140200286123,1398,25,80,1,0,1445,8,197178,265.0,135933,71,908.6543778801844,12.191867224607906,40.44412795665706,1
Protocol,14.99,0.7222222222222222,252,51,80,1,0,269,1,280309,389.0,25854,91,687.031862745098,12.543651412577868,33.013013654473006,0
DayZ,44.99,0.711924610132846,310811,13,80,1,0,9087,39862,351098488,4578.942857142857,292278,1356962,25.70626551736004,19.676577337512196,106.606674243559,0
Reventure,7.99,0.9489698458179834,7329,101,84,1,0,297,24,363786,505.0,20569,903,117.9591439688716,12.80432381050795,55.41450014111154,1
Dying Light: Bad Blood,0.0,0.7008903728436283,3594,0,80,1,1,119,11,589867,820.0,41658,1638,96.89011169513797,13.28765406203732,54.94106095637911,0
Resident Evil 4,19.99,0.9116731678977509,48196,12,79,1,0,826,1514,78821745,2908.864864864865,327946,673525,18.774211873318556,18.182699481223924,86.00413429596232,1
Death Road to Canada,14.99,0.931449188214071,6652,72,80,3,0,276,174,213419,287.0,11906,515,74.98910751932537,12.271017334170557,49.85003966724374,1
Phantasy Star Online 2 New Genesis,0.0,0.7230675593426659,19716,42,80,1,1,2052,3194,741489,1031.0,40845,8049,18.86116551776766,13.516416954292515,68.6239233141305,0
Red Dead Redemption 2,29.99,0.8854141397095274,284433,51,93,1,0,5776,26520,230154504,4377.875,382860,2341270,13.017739355851988,19.254261402226696,105.29529354779494,1
Plague Inc: Evolved,14.99,0.9444757419383915,44377,229,80,3,0,723,368,1080831,745.5,37226,3102,147.11188240098,13.893241672887829,70.78803504492815,1
Beholder,9.99,0.9156966001478196,21648,60,75,3,0,288,115,209247,291.0,7740,372,140.2459785522788,12.251275430361002,56.66941273886277,1
Madden NFL 22,59.99,0.5196125138955058,6297,16,80,1,0,2537,1416,22093293,2764.3636363636365,75515,339690,9.90632453016988,16.91078468152705,69.32716522368072,0
Human: Fall Flat,5.99,0.9464737403646739,166834,103,70,2,0,1332,5205,4554030,562.9090909090909,61698,45969,39.859172188038826,15.331523332785112,76.17557224615808,1
The Long Journey Home,0.99,0.6053837342497136,1746,69,68,2,0,160,8,200259,269.0,28972,227,220.54955947136563,12.207371801261793,41.795888626567326,0
PowerWash Simulator,24.99,0.9769857691820447,23681,40,80,1,0,1563,6272,7291545,1420.7142857142858,89247,71462,32.43122612095307,15.802226152831485,73.12229517965612,1
Kingdom Two Crowns,19.99,0.8840436075322101,7063,36,80,3,0,1195,736,461244,620.0,10774,1208,64.4015638089919,13.041684634169718,56.9993872215761,1
Shadow Tactics: Blades of the Shogun,39.99,0.9624566929133859,31750,44,85,3,0,2264,322,207441,279.0,17292,16,42.33489795918367,12.242607061508144,58.40842307575262,1
I Am Fish,9.99,0.7567316620241411,1077,29,80,1,0,1035,64,2118731,2946.0,116680,4116,146.42232204561162,14.56632835449959,55.782899232667646,0
Fall Guys,0.0,0.8124448004156204,461960,34,80,1,1,1806,28135,182016630,7536.242424242424,417781,2797558,24.604196551726,19.01960861998713,116.44494367679036,0
S.T.A.L.K.E.R.: Call of Pripyat,19.99,0.9512238147739801,22675,0,80,1,0,1069,393,467454,314.0,11190,1031,90.99746934008176,13.055058366393414,57.69290981405588,1
Riders of Icarus,0.0,0.6618900077459334,10328,0,80,1,1,3470,110,185519,249.0,31938,2775,10.226503500358305,12.130917971929414,51.033266192309796,0
Phoenix Wright: Ace Attorney Trilogy,29.99,0.9771806903644662,15557,30,80,1,0,2193,701,281404,391.0,13806,431,105.59249530956848,12.547550191805922,57.63659131534346,1
ARAYA,14.99,0.7568270481144344,769,34,80,1,0,150,2,142823,198.0,28289,184,326.82608695652175,11.869368381992798,35.18137097924659,0
Kona,14.99,0.829041487839771,2796,35,73,3,0,165,6,148057,199.0,35430,536,71.62893081761007,11.905359367868574,42.04905038557389,0
Imperator: Rome,39.99,0.5826803935860059,21952,72,76,3,0,1051,642,759356,1056.0,14561,1209,84.34477396423415,13.540227301526409,69.6086364218562,0
Car Mechanic Simulator 2018,19.99,0.9060251488471529,43501,60,80,2,0,2165,559,320046,430.0,36763,1510,34.48771551724138,12.676223138990833,64.78944472600375,1
At Dead Of Night,14.99,0.9413249211356467,1585,13,80,1,0,132,26,1156218,1556.0,29550,1285,180.998434564809,13.960665756638544,54.16573611109891,1
Dishonored,9.99,0.9750544213684768,67988,80,91,1,0,757,612,938877,325.25,126174,7565,34.06047524034101,13.752440824296748,64.39992261619572,1
Enter the Gungeon,14.99,0.9610148054460234,67205,54,84,3,0,1815,1253,11901877,1087.4,139787,78154,35.99855121120558,16.29220676075631,77.72485819227379,1
Escape Simulator,14.99,0.9361730717549046,7442,25,80,3,0,405,941,1933173,1300.5,69646,13066,44.20702035216099,14.474673769659232,63.93210625841085,1
Wolfenstein: Youngblood,19.99,0.46120363361090083,10568,60,69,1,0,407,125,1188315,1599.0,49242,5459,47.75801784422474,13.988047736800784,68.3599566062712,0
Back 4 Blood,59.99,0.6405472964083673,38005,80,77,1,0,1715,2411,36462181,8202.666666666666,432868,229158,26.19353103022205,17.41178617183109,95.0395883123403,0
Worms W.M.D,5.99,0.8395783201558382,8727,29,79,3,0,435,285,4438187,684.7777777777778,177239,6447,234.19276027650255,15.305756743001522,59.26014753045581,0
60 Seconds! Reatomized,9.99,0.9394759503013901,8129,60,80,2,0,207,204,5732203,1555.2,142643,9691,295.18528245532724,15.561610656968918,66.17439417672718,1
Trover Saves the Universe,29.99,0.9220632530120482,2656,27,80,1,0,271,15,365558,508.0,33114,2956,36.56311262252451,12.809182967853346,49.14255934739495,1
The Suicide of Rachel Foster,2.69,0.7096623981373691,4295,11,80,1,0,203,18,378256,544.0,25762,922,112.77757901013715,12.84332913775828,52.70884322581062,0
Total War: WARHAMMER,59.99,0.778069096262832,49583,185,86,3,0,3043,792,6311913,858.6,40915,14875,49.32376591205683,15.657949516573456,73.04702774721163,0
SnowRunner,27.49,0.8753050460521137,12703,37,80,1,0,3429,2811,7889968,1786.5,67524,35818,19.29611214779561,15.881102763790258,70.7645625666903,1
FINAL FANTASY XIV Online,19.99,0.8888394309291058,58411,0,83,1,0,27478,31735,372989602,5731.2808988764045,221958,1785925,14.676426801917055,19.737061103224963,94.97860389979614,1
The Witness,39.99,0.8536533709848217,14165,2,87,2,0,494,149,1369953,637.6666666666666,54981,6294,41.32837576927718,14.130287720598265,61.74265522893132,1
Vampire Survivors,2.99,0.9889935033538166,113751,127,80,2,0,1309,15530,27152869,3796.6,140383,115389,65.18404203986489,17.116993307781353,95.95296730888738,1
Battle Brothers,29.99,0.8818734865040458,16931,101,80,1,0,2743,1624,3245574,737.1666666666666,17619,2277,84.41024707412224,14.992803088108696,64.30453953957921,1
Thief Simulator,19.99,0.8679850659199627,17142,33,80,2,0,525,303,2264212,1043.3333333333333,88793,5102,136.43940946068093,14.63273779515193,67.76900496148392,1
Counter-Strike: Global Offensive,0.0,0.8826112979182517,6531097,167,83,3,1,30484,825215,4315553263,66604.69662921349,1916027,10947537,53.470278121930924,22.185491372034203,174.28486132540982,1
Bugsnax,24.99,0.9822834645669292,1524,30,80,2,0,644,129,1779642,2475.0,55167,5013,69.95998113059203,14.391923340355309,57.277593285924546,1
Eco,29.99,0.8233323180018276,9849,1,80,1,0,4471,1336,6899215,1370.5714285714287,28790,6582,80.6388138901551,15.746918339923479,66.4236732851661,0
Left 4 Dead,9.99,0.9615329478663927,41854,73,89,2,0,1098,1323,265959,357.0,140433,405,232.68503937007873,12.491101200516392,62.58043529683782,1
Terraria,9.99,0.9786577852330616,986027,104,83,3,0,6729,39165,93197732,1431.123595505618,265103,982142,15.82529065245933,18.35023395532565,100.29387299749357,1
Remnant: From the Ashes,39.99,0.8486091341166252,41449,50,78,1,0,1735,505,11007931,2483.0,94947,80896,19.061088331243898,16.2141266618106,83.11889464875092,0
Town of Salem,4.99,0.8882335851249273,34420,361,80,2,0,2344,683,1733007,339.42857142857144,44627,10978,42.13076773472067,14.365369184959448,60.90478591595627,1
Quiplash,9.99,0.894855850763143,1769,10,80,3,0,64,36,1022934,200.85714285714286,27525,10204,34.615884403235086,13.838186504303176,39.69383555804197,1
Football Manager 2019,0.0,0.8652367462565763,12355,77,86,2,1,25933,2193,6536401,810.2727272727273,23685,14622,37.53898680817583,15.692897419138546,63.11355995784991,1
Poly Bridge,9.99,0.9158969372873116,14399,22,73,3,0,265,92,904481,410.3333333333333,28104,1130,255.9368986983588,13.715117683121957,57.63569308669824,1
Tormented Souls,19.99,0.9351288734433826,3453,29,75,1,0,400,29,1889615,1292.5,51296,5632,51.19520455161203,14.451884191789894,58.37619214672482,1
Getting Over It with Bennett Foddy,7.99,0.827756467001082,50835,3,80,3,0,690,490,12585049,1941.2222222222222,97834,51084,96.04194998359242,16.348020159527373,82.04845445168974,0
Faeria,19.99,0.8373851171064335,6746,59,81,3,0,483,58,1180923,405.5,15354,1140,122.6168622157616,13.981807740864944,52.96798583263791,0
Celeste,19.99,0.9777153324915077,56227,32,88,3,0,1105,1191,4333078,671.2222222222222,170522,29189,27.531533935674076,15.281788932727547,71.20741926769678,1
Martha Is Dead,29.99,0.8001158748551565,1726,22,73,1,0,366,27,1959866,1372.0,87075,7091,74.61324094871892,14.488387171761442,53.85433114141515,0
Tales of Arise,59.99,0.9055957051414413,24215,47,84,1,0,2598,1283,3887606,5406.0,46190,15551,14.079662459482462,15.1733043592066,86.7690777821458,1
The Coin Game,13.99,0.9640010285420416,3889,27,80,1,0,352,34,1087631,770.5,51002,582,667.6678944137508,13.899513413889448,54.956244159086395,1
Twelve Minutes,24.99,0.7310165073848827,5755,12,76,1,0,238,24,9418173,6359.5,359334,26069,84.56499838379484,16.05815178487511,75.82555461003813,0
Grim Dawn,24.99,0.9349888719690758,76833,185,83,1,0,4066,4429,2606089,514.5714285714286,16975,9582,26.043961425073704,14.77336157175746,70.25562200728773,1
Choice Chamber,9.99,0.7360594795539034,269,34,80,1,0,349,1,122710,170.0,25929,444,104.07972858354537,11.717587276232473,28.785202160506177,0
Pogostuck: Rage With Your Friends,6.99,0.8432835820895522,4422,65,80,1,0,634,87,5109767,1752.5,146519,5163,222.60900060991548,15.446664559975055,62.70216748790825,0
Golfing Over It with Alva Majo,4.99,0.7294649585531273,1327,12,80,3,0,154,3,2537754,1732.0,69792,4031,242.94026421596783,14.746790389893974,53.63087017801258,0
Dicey Dungeons,14.99,0.902158273381295,8340,53,80,3,0,622,455,1221415,828.5,36793,2923,89.3631109160082,14.015521399407001,60.68189780200747,1
Brawlhalla,0.0,0.8409034279609384,292973,49,80,2,1,2495,16482,78866811,2306.68085106383,165626,953242,22.65637929122625,18.183271063611365,97.48020544024703,0
Rubber Bandits,7.99,0.7887179487179488,975,19,80,1,0,203,2157,833258,1121.0,89039,1906,235.64988687782807,13.633099797191763,48.34164971986438,0
Sea of Thieves,39.99,0.9031609367898398,233222,190,80,1,0,4062,16818,373694955,6319.580246913581,261898,2371935,19.497257955648642,19.738950396906766,108.1671746229876,1
A Plague Tale: Innocence,7.99,0.9377567140600316,44310,35,81,1,0,573,295,3401358,2305.5,63953,11185,46.126362896663956,15.039685615607626,82.8474709718349,1
Internet Cafe Simulator,9.99,0.7326810176125245,7665,15,80,1,0,314,50,702992,977.0,35892,1454,151.93256969958938,13.46310221341748,61.587787212535616,0
Lost Ark,0.0,0.7382850083742145,168374,156,80,1,1,3335,287501,662177548,13582.014705882353,1273854,733774,50.27369786365982,20.311044278848193,114.52198186604217,0
Supraland,19.99,0.955309553095531,9756,98,85,1,0,461,109,653352,447.0,27524,1464,96.43571955719557,13.38987284412635,56.07704494410491,1
Nickelodeon All-Star Brawl,49.99,0.7628357030015798,5064,24,80,1,0,483,27,3802621,5117.0,189161,9121,92.13338017590192,15.15120138675606,72.8515616878794,0
Project Zomboid,19.99,0.9238072588906776,109328,0,80,3,0,2382,22793,125691962,4101.357142857143,129372,402156,38.65387409163738,18.649344733568864,96.52168889712009,1
Just Dance 2017,49.99,0.7860824742268041,1940,0,80,1,0,863,2,610725,213.25,21879,1217,142.79284545241993,13.322403692400275,40.63442158358748,0
INSIDE,19.99,0.9639944565854699,37522,14,87,2,0,298,95,1006447,1354.0,37950,4040,76.76355731828235,13.821937858544532,75.95723108552856,1
Surviving Mars,29.99,0.8450817475207719,22386,80,76,3,0,713,1120,1854455,2495.0,36527,4219,54.400393088679635,14.433101949558598,78.35145025643969,0
The Elder Scrolls V: Skyrim Special Edition,39.99,0.9095462175623985,218034,75,74,1,0,3864,26777,733964,987.0,11520,8440,8.93008881859107,13.506216622536032,84.76456501429385,1
"Cook, Serve, Delicious! 2!!",12.99,0.8921679909194098,2643,45,62,3,0,301,46,190415,264.0,21068,788,60.62241324418975,12.156966431422221,43.968539977170174,1
Surgeon Simulator 2,19.99,0.6906976744186046,860,30,80,1,0,143,20,1513848,1032.0,48957,2130,250.80318091451292,14.230165972206379,46.902679328063286,0
My Time At Portia,7.49,0.9271798401185876,37778,91,73,2,0,3908,1608,2255359,797.5,39729,7611,36.5969299170818,14.628820163409788,70.43274314209935,1
Kingdom Come: Deliverance,29.99,0.8242345316954123,97522,82,76,1,0,2822,3247,21143270,2164.5714285714284,211281,51093,47.775570890783946,16.866832256805825,88.23168770739468,0
A Total War Saga: TROY,49.99,0.7203045685279188,1970,69,80,2,0,963,375,1019391,1371.0,54218,3543,43.64391831142698,13.834716929103704,54.80359272587843,0
The Isle,19.99,0.8310050916686872,53617,0,80,1,0,7241,6578,8304716,1454.125,94380,13532,60.22754534444372,15.93233422459102,79.30758376039302,0
Until We Die,16.99,0.7246540525275346,3541,28,80,1,0,247,22,1180349,1641.0,35231,921,198.04513422818792,13.981321562631239,60.50610170567058,0
"Warhammer 40,000: Chaos Gate - Daemonhunters",40.49,0.779722079258878,5829,48,81,1,0,1353,718,2221263,2989.0,45198,1686,129.09816343136114,14.613586961188592,69.39243911128843,0
Bless Unleashed,0.0,0.5173634988309723,29084,43,80,1,1,1214,1289,1348131,1814.0,46486,6737,15.526454599898651,14.114230488508925,77.1243090321101,0
Monster Train,24.99,0.9644350159106507,16027,53,86,1,0,2729,830,3579294,2451.0,35351,4368,90.16535254553241,15.09067641160984,75.56543302464765,1
Age of Empires IV,59.99,0.86519023282226,35220,89,81,1,0,1719,6545,52288858,2315.8064516129034,168937,95711,65.42068710112089,17.772293885310443,81.11631800357749,1
BERSERK and the Band of the Hawk,59.99,0.8037190082644629,2420,40,80,1,0,329,33,332183,237.5,45429,1987,29.26464628667078,12.713444311244647,42.65593507070603,0
Cossacks 3,19.99,0.8077142314269428,10526,103,80,2,0,1693,1026,191679,266.0,15937,602,73.75105809926895,12.163582593909222,51.7474134363456,0
They Are Billions,29.99,0.8503713467339231,39451,34,77,1,0,2694,4693,43870212,1814.3030303030303,96057,49280,93.94069794582,17.59674612838477,79.41371292469432,1
Scrutinized,9.99,0.8925410872313527,791,22,80,1,0,5,12,2813543,3786.0,86338,1903,278.26555236870735,14.849955456617137,54.99391009391377,1
Not Tonight,19.99,0.8487584650112867,1772,15,71,1,0,468,16,250367,336.0,27338,476,141.69043576683646,12.43068711451438,43.536713095907125,0
Cube Escape: Paradox,0.0,0.9742313323572475,6830,28,80,2,1,382,106,275473,383.0,29101,396,209.32598784194528,12.526248529255914,52.539570052896366,1
A Way Out,29.99,0.8845708615842567,36282,14,78,1,0,597,620,7050394,3179.0,233484,39112,43.446662188726684,15.768594201587716,84.67146184752993,1
Last Oasis,29.99,0.6609279386245319,21898,40,80,1,0,8540,249,10615547,4871.666666666667,89047,11854,51.71882292757789,16.177830276845846,84.86468444309455,0
World War 3,14.99,0.64110183639399,29950,0,80,1,0,1034,602,747886,1006.0,26385,4140,33.71589577134613,13.525007176025749,71.27233014013383,0
Resident Evil 5,19.99,0.8716211615714577,29374,70,86,1,0,942,947,995724,349.75,24298,9213,38.35165427724069,13.811226394025223,60.28784802694185,1
Poppy Playtime,0.0,0.7721816481766951,39571,0,80,1,1,147,1688,16916344,4667.6,314547,109181,68.2856831456955,16.643790872258954,89.43599477339451,0
Nuclear Throne,11.99,0.9632269458811656,15854,44,89,3,0,2006,182,424837,287.5,30008,1860,52.932594069274856,12.959463198769749,54.784626762167136,1
Five Nights at Freddy's: Sister Location,7.99,0.9119469507555169,9199,0,62,1,0,181,22,191520,257.0,20375,1931,38.48874598070739,12.162752742164969,50.68163314439139,1
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,59.99,0.8828348404049772,12939,47,80,1,0,839,429,1641397,2209.0,57275,15889,17.57440817156868,14.311058875704969,72.91128515121314,1
Predator: Hunting Grounds,29.99,0.7872696817420436,1791,46,80,1,0,715,41,1485387,1016.5,48802,8713,33.00493278524608,14.211186575552682,51.87656003895127,0
Shoppe Keep,4.99,0.6215240158902131,2769,31,80,3,0,380,8,217437,292.0,16929,5,765.6232394366198,12.289669031403008,45.0244709664336,0
Chernobylite,29.99,0.8345227475468332,8968,35,75,1,0,498,110,2281539,1023.0,41599,6446,64.51586359009161,14.64036121152113,63.08699488222959,0
Disc Jam,14.99,0.7660668380462725,1556,12,80,1,0,1017,2,409677,279.5,41028,4367,57.89669304691916,12.923126764265504,41.431726319073306,0
Orcs Must Die! 2,14.99,0.9375977653631284,17900,27,83,1,0,755,86,207386,288.0,38971,163,427.6,12.242341892003012,55.48911716824232,1
Neon Abyss,19.99,0.8895897292771421,17915,35,80,1,0,1138,1108,896701,1206.0,15236,4420,32.75261158594492,13.706478867338008,69.49327154445038,1
CrossCode,19.99,0.9431233933161953,12448,86,86,3,0,1754,194,634419,435.5,23714,1918,41.538597525044196,13.360466474657043,57.31930022170181,1
Hollow Knight,14.99,0.9712437935494639,239670,63,87,3,0,1795,7635,47343003,1012.203125,177178,545541,13.294391436865755,17.67292961588816,85.72899671890389,1
Judgment: Apocalypse Survival Simulation,19.99,0.8066666666666666,1950,57,72,1,0,600,23,241637,325.0,25847,283,118.33349657198825,12.395196017443057,43.84209786143116,0
Worms Armageddon,14.99,0.9431412544620091,7844,0,80,1,0,1046,256,151017,203.0,13825,71,333.3708609271523,11.925154313990687,47.69094125595583,1
CODE VEIN,15.99,0.8676110569724051,42073,43,72,1,0,2345,648,5680064,2591.6666666666665,63561,28191,25.022639065714525,15.552473234293828,83.69158454096639,1
Football Manager 2022,54.99,0.9229711963666786,16734,98,80,2,0,13137,66097,11520557,1763.111111111111,25454,22082,44.630141709344755,16.25964364955896,72.7002123817767,1
Going Medieval,24.99,0.8982657040909469,12051,31,80,1,0,1094,1569,1262155,1755.0,32446,3069,48.897993181465985,14.048331927756003,70.20294375978791,1
Bloons TD 5,9.99,0.9444968059482668,9549,125,80,2,0,1183,201,451598,313.5,14922,541,267.6929460580913,13.02054989690621,52.70372285794458,1
NEKOPARA Vol. 2,9.99,0.9719017798286091,12136,20,80,1,0,1442,32,116412,167.0,27734,135,233.75903614457832,11.664899491892095,48.185828573059936,1
Azure Striker Gunvolt 2,9.99,0.9368131868131868,364,25,80,1,0,363,9,291374,392.0,142476,20,3388.0697674418607,12.582366376338058,35.24486351987311,0
BlazBlue: Cross Tag Battle,19.99,0.7984680401479134,3786,42,80,1,0,3779,59,1532205,520.5,99122,8584,32.493637867413156,14.242219084995057,51.5510888467264,0
HITMAN 3,59.99,0.6970640569395018,4496,83,87,1,0,1579,1069,7857622,3583.6666666666665,202902,26403,55.8474320885869,15.876994701365257,68.84051995423779,0
Baldur's Gate 3,59.99,0.8720275525801521,51683,0,80,2,0,1876,4340,101778071,8634.25,480983,571801,17.762502050632293,18.4383052361277,98.36646267325597,1
LET IT DIE,0.0,0.7348595213319459,4805,14,80,1,1,790,106,2651285,1783.5,32975,7450,28.321155797681996,14.790555363269549,63.47104155418298,0
Have a Nice Death,14.99,0.8616517622304051,3802,0,80,1,0,340,315,701309,943.0,38205,2432,81.93819371421895,13.460705293656194,56.469326785670575,1
The Room Three,5.99,0.9651997129873237,8362,10,80,1,0,574,108,353688,491.0,29236,630,127.50108147080029,12.77617327490787,55.98200987668276,1
SOMA,29.99,0.9593710262692677,32243,10,84,3,0,316,83,449676,302.0,92396,2589,43.956598240469205,13.016284826242922,59.31475882519534,1
Torchlight III,39.99,0.4695056289769946,10215,59,80,1,0,932,66,1062168,726.0,53172,2821,42.58039687312087,13.875823601833577,60.82706107240856,0
ASTRONEER,29.99,0.9140486445401571,94728,56,80,1,0,2171,5046,4604104,1063.3333333333333,64365,17940,36.22112956392444,15.34245885481928,79.86885558673693,1
Unravel,19.99,0.9181818181818182,2860,26,81,1,0,624,56,540842,778.0,33485,5283,32.34700956937799,13.200884312384312,52.99062050400097,1
Ultimate Chicken Horse,14.99,0.9645215094864132,28778,31,80,3,0,465,547,808879,271.5,36588,2630,121.4533033033033,13.603405853765281,57.57587562338825,1
Wolfenstein: The New Order,19.99,0.9086019210245464,46850,50,81,1,0,917,384,959749,324.25,109501,6371,39.61158116306905,13.774428112863044,62.21173419512915,1
FORCED SHOWDOWN,19.99,0.839563862928349,642,81,67,3,0,187,1,168461,226.0,6181,398,55.54269699967029,12.03446548405342,35.07851193479015,0
Sonic Forces,39.99,0.619910993901434,6067,48,56,1,0,520,28,235696,327.0,34692,3008,20.411881874079846,12.370302360799096,50.46169222403308,0
Citadel: Forged with Fire,39.99,0.6853593611357587,5635,50,80,1,0,1272,27,1012392,680.5,40189,2710,61.644766486025695,13.827827393366066,56.34988919186467,0
Gears Tactics,39.99,0.7649047873287061,5619,61,80,1,0,769,88,2109017,1438.0,45968,5649,48.837926083734715,14.56173299427513,62.78452202818458,0
PixARK,39.99,0.7168776791944971,10031,35,80,1,0,1090,355,1601491,731.3333333333334,37396,5732,32.81542118312399,14.286446252701984,60.77465099549473,0
This Is the Police,14.99,0.8296098343132015,9355,10,80,3,0,943,63,889997,600.5,35157,1986,101.23956318962576,13.698974494514786,58.51490438724159,0
Sword Art Online: Fatal Bullet,39.99,0.7968967114404817,17272,63,61,1,0,3791,222,538797,384.5,35909,8895,9.864282968089196,13.197096011558969,58.09786217818893,0
Who Wants To Be A Millionaire,29.99,0.5,166,11,80,2,0,322,6,4470768,1219.0,109631,1892,1201.4963719430261,15.313070987587475,36.37156624017127,0
Friday the 13th: The Game,14.99,0.7892467441041887,68184,53,61,1,0,1646,460,31734780,1661.4615384615386,194748,280678,23.649350765488624,17.272923829800835,82.54053889171551,0
Bloodstained: Ritual of the Night,39.99,0.9475600188294366,31865,45,80,1,0,1592,246,2872606,1987.5,44688,14206,24.210346222566834,14.870730537793712,78.75620350749276,1
Prison Architect,29.99,0.9050470214430554,62631,18,83,3,0,1481,1731,284210,190.5,8131,1297,51.218237520273924,12.55747219903334,58.04040194579805,1
Forts,14.99,0.9124271538825012,12698,54,74,1,0,654,573,908849,618.5,55081,633,368.40251317389544,13.719935343041245,60.74858675224384,1
Obduction,29.99,0.8007719714964371,3368,15,76,2,0,405,35,163507,220.0,35424,460,68.41297071129708,12.004617197786036,43.84588149403763,0
The Stanley Parable: Ultra Deluxe,24.99,0.9361612767744645,14286,11,80,3,0,397,225,2870036,1955.0,74346,13131,69.473893151945,14.869835479638766,72.50580821212841,1
Life is Strange: True Colors,59.99,0.9071734059097978,10288,40,80,1,0,500,197,3298523,4587.0,97414,12131,33.52396003780757,15.008985653653154,77.89442409163222,1
BATTALION 1944,19.99,0.6066645708896573,15905,0,80,1,0,1446,3,6228602,1726.0,72120,39362,25.24153833684552,15.644662628058443,72.11472764301682,0
MechWarrior 5: Mercenaries,29.99,0.8400355871886122,5620,19,73,1,0,3663,1236,588950,792.0,19401,1726,32.76130611336708,13.286098267322496,57.64082587417508,0
Delta Force,4.99,0.9002169197396963,461,0,80,1,0,521,3,9643613,12979.0,243907,21004,51.221977893568315,16.081806492596243,58.110947391870006,0
Halo Infinite,0.0,0.7355228142152243,144296,119,80,1,1,1075,5934,108863294,3931.157894736842,265291,1048141,18.193489915837183,18.505603478746682,98.32701928273491,0
Pizza Connection 3,1.99,0.484118291347207,913,29,55,3,0,381,24,273344,367.0,35335,390,172.13098236775818,12.518490012588265,40.2803084745348,0
Factorio,30.0,0.9653196101115676,150402,38,90,3,0,5383,14796,10216011,467.23333333333335,26241,56366,19.063598754224273,16.139466851321856,73.30228538512381,1
Project Winter,19.99,0.8359881670269655,17578,78,80,1,0,549,228,6590354,1006.2222222222222,69030,15519,78.57539375007451,15.701117774527022,67.58991927008306,0
The Ball,9.99,0.7403751233958539,1013,17,68,1,0,129,0,208863,281.0,28248,24,2295.197802197802,12.249438601434944,39.05135225177892,0
FINAL FANTASY VI,17.99,0.8792184724689165,1689,37,80,1,0,401,228,1382105,929.5,151839,648,267.0734299516908,14.139118980802579,50.80639364590333,1
The Solus Project,19.99,0.7996788438378162,2491,43,68,1,0,129,4,312416,222.0,33188,533,170.34678298800435,12.652094112880667,42.28863003491631,0
Event[0],19.99,0.8034146341463415,2050,12,75,2,0,192,2,154677,215.0,31570,156,394.5841836734694,11.949100815717808,40.99231798467897,0
Killing Floor 2,29.99,0.8753588951481011,110060,298,75,1,0,4562,3137,648798,297.3333333333333,27065,39526,5.088611764705882,13.382878240475124,66.14934007003502,1
Stranded Deep,14.99,0.7568688153021174,36178,36,80,3,0,841,612,777743,540.5,23799,2911,40.04031095551895,13.564152700168892,66.06689845059044,0
Tiny Tina's Wonderlands,59.99,0.754601226993865,3097,47,80,1,0,769,4200,6519855,4441.5,126688,60743,16.187016333857187,15.690362847769368,67.51524188764596,0
Goat Simulator,9.99,0.9000487157519864,59529,127,62,3,0,440,123,95776,133.0,1656,7582,8.683227561196736,11.469777851626986,53.84800501569673,1
Evil Genius 2: World Domination,39.99,0.6650271029913672,9962,90,80,1,0,1690,323,1007472,1401.0,20750,2551,41.5264003956968,13.822955773436432,66.70809074754217,0
Witch It,4.99,0.8869301749070376,14522,93,80,1,0,551,386,972036,444.3333333333333,54175,983,365.2897406989853,13.787149148561712,58.44800302013061,1
WHAT THE GOLF?,19.99,0.9420473773265652,2364,53,83,3,0,324,10,470513,633.0,26889,546,302.1920359666024,13.061580993144053,50.122957161750584,1
Domina,9.99,0.7405719825496849,10315,34,73,1,0,366,32,1185616,542.6666666666666,34274,2566,97.6941331575478,13.985773872152604,58.205768738413596,0
iRacing,9.99,0.8625514403292182,2430,0,79,1,0,499,161,91466054,1568.075,82400,393136,18.3540986869842,18.33147847780775,57.36527773416594,1
